fecha,categoria,region,ventas,unidades,precio_prom
2024-02-19,Abarrotes,Occidente,2181.4,13,167.8
2024-02-19,Bebidas,Sur,1223.86,32,38.25
2024-02-19,Bebidas,Occidente,1911.8,26,73.53
2024-02-19,Lácteos,Occidente,2239.81,23,97.38
2024-02-19,Lácteos,Oriente,1682.83,35,48.08
2024-02-19,Hogar,Occidente,3380.25,40,84.51
2024-02-19,Hogar,Centro,860.49,30,28.68
2024-02-19,Electrónica,Occidente,2197.19,39,56.34
2024-02-19,Electrónica,Centro,1626.57,34,47.84
2024-02-20,Abarrotes,Sur,1874.59,21,89.27
2024-02-20,Abarrotes,Occidente,1651.69,35,47.19
2024-02-20,Bebidas,Sur,2926.72,39,75.04
2024-02-20,Bebidas,Occidente,2411.94,7,344.56
2024-02-20,Lácteos,Norte,2187.5,33,66.29
2024-02-20,Lácteos,Sur,2464.3,41,60.1
2024-02-20,Hogar,Norte,1509.69,9,167.74
2024-02-20,Hogar,Centro,2353.43,33,71.32
2024-02-20,Electrónica,Oriente,3008.66,22,136.76
2024-02-20,Electrónica,Occidente,2699.93,24,112.5
2024-02-21,Abarrotes,Centro,3328.55,27,123.28
2024-02-21,Abarrotes,Oriente,2075.87,23,90.26
2024-02-21,Bebidas,Norte,2614.44,35,74.7
2024-02-21,Bebidas,Sur,2467.02,24,102.79
2024-02-21,Lácteos,Occidente,1897.89,25,75.92
2024-02-21,Lácteos,Oriente,2417.83,39,62.0
2024-02-21,Hogar,Norte,1457.29,26,56.05
2024-02-21,Hogar,Centro,1473.41,37,39.82
2024-02-21,Electrónica,Oriente,2113.91,35,60.4
2024-02-21,Electrónica,Centro,3117.08,19,164.06
2024-02-22,Abarrotes,Occidente,1776.68,40,44.42
2024-02-22,Abarrotes,Norte,3130.75,45,69.57
2024-02-22,Bebidas,Sur,2084.53,12,173.71
2024-02-22,Bebidas,Centro,2193.9,28,78.35
2024-02-22,Lácteos,Norte,2308.16,24,96.17
2024-02-22,Lácteos,Occidente,1298.05,1,1298.05
2024-02-22,Hogar,Sur,1835.46,20,91.77
2024-02-22,Hogar,Norte,1967.75,38,51.78
2024-02-22,Electrónica,Norte,2531.8,23,110.08
2024-02-22,Electrónica,Sur,1960.08,32,61.25
2024-02-23,Abarrotes,Sur,1987.18,22,90.33
2024-02-23,Abarrotes,Oriente,545.46,38,14.35
2024-02-23,Bebidas,Norte,2695.87,26,103.69
2024-02-23,Bebidas,Oriente,2325.48,42,55.37
2024-02-23,Lácteos,Sur,2267.6,22,103.07
2024-02-23,Lácteos,Occidente,1665.63,19,87.66
2024-02-23,Hogar,Oriente,1506.13,28,53.79
2024-02-23,Hogar,Centro,2282.0,49,46.57
2024-02-23,Electrónica,Occidente,1822.68,31,58.8
2024-02-23,Electrónica,Sur,2227.69,48,46.41
2024-02-24,Abarrotes,Sur,2242.55,21,106.79
2024-02-24,Abarrotes,Occidente,1879.49,28,67.12
2024-02-24,Bebidas,Occidente,2566.69,23,111.6
2024-02-24,Bebidas,Centro,1818.52,21,86.6
2024-02-24,Lácteos,Centro,720.12,29,24.83
2024-02-24,Lácteos,Norte,2077.07,40,51.93
2024-02-24,Hogar,Sur,2193.85,27,81.25
2024-02-24,Hogar,Norte,1824.91,14,130.35
2024-02-24,Electrónica,Sur,2529.87,29,87.24
2024-02-24,Electrónica,Norte,1891.71,61,31.01
2024-02-25,Abarrotes,Centro,2785.68,24,116.07
2024-02-25,Abarrotes,Oriente,901.54,32,28.17
2024-02-25,Bebidas,Centro,2629.79,16,164.36
2024-02-25,Bebidas,Sur,344.24,40,8.61
2024-02-25,Lácteos,Norte,1799.13,25,71.97
2024-02-25,Lácteos,Oriente,1426.93,34,41.97
2024-02-25,Hogar,Norte,2014.53,44,45.78
2024-02-25,Hogar,Sur,1952.22,34,57.42
2024-02-25,Electrónica,Sur,2233.93,22,101.54
2024-02-25,Electrónica,Occidente,1698.74,35,48.54
2024-02-26,Abarrotes,Occidente,2162.58,33,65.53
2024-02-26,Abarrotes,Centro,3084.73,33,93.48
2024-02-26,Bebidas,Oriente,1900.76,43,44.2
2024-02-26,Bebidas,Centro,1945.3,7,277.9
2024-02-26,Lácteos,Norte,1725.78,26,66.38
2024-02-26,Lácteos,Oriente,2146.18,25,85.85
2024-02-26,Hogar,Oriente,1529.58,36,42.49
2024-02-26,Hogar,Norte,1314.72,50,26.29
2024-02-26,Electrónica,Occidente,2022.77,31,65.25
2024-02-26,Electrónica,Centro,2223.46,22,101.07
2024-02-27,Abarrotes,Oriente,2281.74,19,120.09
2024-02-27,Abarrotes,Norte,1865.45,24,77.73
2024-02-27,Bebidas,Occidente,1643.38,28,58.69
2024-02-27,Bebidas,Oriente,1698.11,44,38.59
2024-02-27,Lácteos,Oriente,2169.32,37,58.63
2024-02-27,Lácteos,Sur,1772.4,18,98.47
2024-02-27,Hogar,Sur,2784.55,26,107.1
2024-02-27,Hogar,Oriente,1773.41,29,61.15
2024-02-27,Electrónica,Norte,1738.87,37,47.0
2024-02-27,Electrónica,Occidente,2117.59,33,64.17
2024-02-28,Abarrotes,Centro,2601.93,50,52.04
2024-02-28,Abarrotes,Sur,2341.62,52,45.03
2024-02-28,Bebidas,Norte,2220.37,48,46.26
2024-02-28,Bebidas,Occidente,1865.92,26,71.77
2024-02-28,Lácteos,Sur,1036.17,37,28.0
2024-02-28,Lácteos,Centro,2630.07,21,125.24
2024-02-28,Hogar,Oriente,1281.14,17,75.36
2024-02-28,Hogar,Norte,2743.18,31,88.49
2024-02-28,Electrónica,Norte,2212.04,43,51.44
2024-02-28,Electrónica,Centro,1264.44,37,34.17
2024-02-29,Abarrotes,Centro,2585.12,35,73.86
2024-02-29,Abarrotes,Occidente,2113.75,40,52.84
2024-02-29,Bebidas,Norte,1607.55,11,146.14
2024-02-29,Bebidas,Centro,2306.72,43,53.64
2024-02-29,Lácteos,Sur,2967.37,43,69.01
2024-02-29,Lácteos,Oriente,2983.98,37,80.65
2024-02-29,Hogar,Norte,1852.36,21,88.21
2024-02-29,Hogar,Centro,3302.57,28,117.95
2024-02-29,Electrónica,Sur,2026.16,46,44.05
2024-02-29,Electrónica,Norte,1626.41,31,52.46
2024-03-01,Abarrotes,Occidente,1632.94,29,56.31
2024-03-01,Abarrotes,Sur,1742.42,23,75.76
2024-03-01,Bebidas,Centro,1156.21,29,39.87
2024-03-01,Bebidas,Sur,1097.17,37,29.65
2024-03-01,Lácteos,Sur,2178.75,32,68.09
2024-03-01,Lácteos,Centro,1814.07,12,151.17
2024-03-01,Hogar,Occidente,2226.41,28,79.51
2024-03-01,Hogar,Sur,1532.51,28,54.73
2024-03-01,Electrónica,Centro,2117.23,39,54.29
2024-03-01,Electrónica,Sur,1961.56,24,81.73
2024-03-02,Abarrotes,Occidente,2206.31,37,59.63
2024-03-02,Abarrotes,Centro,2504.9,18,139.16
2024-03-02,Bebidas,Sur,2486.42,35,71.04
2024-03-02,Bebidas,Occidente,2491.18,17,146.54
2024-03-02,Lácteos,Occidente,1873.32,20,93.67
2024-03-02,Lácteos,Oriente,1921.25,30,64.04
2024-03-02,Hogar,Oriente,2101.19,34,61.8
2024-03-02,Hogar,Norte,1345.76,44,30.59
2024-03-02,Electrónica,Occidente,2424.93,32,75.78
2024-03-02,Electrónica,Oriente,2571.88,32,80.37
2024-03-03,Abarrotes,Oriente,1313.76,31,42.38
2024-03-03,Abarrotes,Norte,1980.06,27,73.34
2024-03-03,Bebidas,Centro,1670.77,30,55.69
2024-03-03,Bebidas,Occidente,2095.91,19,110.31
2024-03-03,Lácteos,Occidente,2282.59,38,60.07
2024-03-03,Lácteos,Centro,3104.13,22,141.1
2024-03-03,Hogar,Occidente,1154.18,34,33.95
2024-03-03,Hogar,Sur,1442.61,8,180.33
2024-03-03,Electrónica,Centro,1953.04,26,75.12
2024-03-03,Electrónica,Oriente,2838.25,60,47.3
2024-03-04,Abarrotes,Oriente,1907.32,34,56.1
2024-03-04,Abarrotes,Centro,590.28,33,17.89
2024-03-04,Bebidas,Centro,2261.86,43,52.6
2024-03-04,Bebidas,Norte,2733.27,31,88.17
2024-03-04,Lácteos,Oriente,1514.24,34,44.54
2024-03-04,Lácteos,Sur,1715.7,29,59.16
2024-03-04,Hogar,Centro,1738.17,28,62.08
2024-03-04,Hogar,Norte,1946.98,26,74.88
2024-03-04,Electrónica,Norte,1844.72,45,40.99
2024-03-04,Electrónica,Occidente,2336.55,27,86.54
2024-03-05,Abarrotes,Occidente,2418.17,26,93.01
2024-03-05,Abarrotes,Sur,2703.87,33,81.94
2024-03-05,Bebidas,Centro,1935.62,34,56.93
2024-03-05,Bebidas,Sur,1057.47,18,58.75
2024-03-05,Lácteos,Centro,3039.51,52,58.45
2024-03-05,Lácteos,Sur,2382.83,35,68.08
2024-03-05,Hogar,Norte,1527.33,23,66.41
2024-03-05,Hogar,Occidente,1899.11,25,75.96
2024-03-05,Electrónica,Centro,1255.03,31,40.48
2024-03-05,Electrónica,Oriente,2194.64,26,84.41
2024-03-06,Abarrotes,Centro,1458.75,40,36.47
2024-03-06,Abarrotes,Oriente,2639.21,23,114.75
2024-03-06,Bebidas,Centro,2050.87,29,70.72
2024-03-06,Bebidas,Occidente,2314.26,32,72.32
2024-03-06,Lácteos,Oriente,1643.24,9,182.58
2024-03-06,Lácteos,Occidente,1592.88,30,53.1
2024-03-06,Hogar,Oriente,2226.26,29,76.77
2024-03-06,Hogar,Sur,2675.63,29,92.26
2024-03-06,Electrónica,Sur,2383.87,22,108.36
2024-03-06,Electrónica,Norte,2144.28,5,428.86
2024-03-07,Abarrotes,Occidente,2716.37,26,104.48
2024-03-07,Abarrotes,Oriente,2248.82,44,51.11
2024-03-07,Bebidas,Centro,1169.21,39,29.98
2024-03-07,Bebidas,Norte,1530.64,19,80.56
2024-03-07,Lácteos,Centro,2531.28,37,68.41
2024-03-07,Lácteos,Occidente,2047.4,40,51.19
2024-03-07,Hogar,Sur,1463.39,23,63.63
2024-03-07,Hogar,Norte,1678.63,38,44.17
2024-03-07,Electrónica,Centro,1615.11,34,47.5
2024-03-07,Electrónica,Oriente,2480.25,37,67.03
2024-03-08,Abarrotes,Occidente,1628.46,33,49.35
2024-03-08,Abarrotes,Centro,2923.76,23,127.12
2024-03-08,Bebidas,Norte,2282.19,11,207.47
2024-03-08,Bebidas,Oriente,2658.05,48,55.38
2024-03-08,Lácteos,Oriente,863.83,32,26.99
2024-03-08,Lácteos,Sur,2000.72,21,95.27
2024-03-08,Hogar,Norte,2268.44,22,103.11
2024-03-08,Hogar,Sur,1339.0,36,37.19
2024-03-08,Electrónica,Norte,1526.64,25,61.07
2024-03-08,Electrónica,Oriente,2690.18,32,84.07
2024-03-09,Abarrotes,Sur,2888.74,25,115.55
2024-03-09,Abarrotes,Occidente,2358.83,21,112.33
2024-03-09,Bebidas,Norte,2255.18,52,43.37
2024-03-09,Bebidas,Sur,1061.05,27,39.3
2024-03-09,Lácteos,Norte,1395.69,31,45.02
2024-03-09,Lácteos,Centro,2135.78,34,62.82
2024-03-09,Hogar,Norte,1421.42,39,36.45
2024-03-09,Hogar,Centro,1477.84,27,54.73
2024-03-09,Electrónica,Sur,2416.33,45,53.7
2024-03-09,Electrónica,Occidente,2113.83,39,54.2
2024-03-10,Abarrotes,Sur,1484.93,41,36.22
2024-03-10,Abarrotes,Occidente,1836.21,22,83.46
2024-03-10,Bebidas,Occidente,2616.45,23,113.76
2024-03-10,Bebidas,Centro,1904.24,39,48.83
2024-03-10,Lácteos,Occidente,2442.85,31,78.8
2024-03-10,Lácteos,Oriente,2276.91,39,58.38
2024-03-10,Hogar,Centro,1652.04,21,78.67
2024-03-10,Hogar,Occidente,2229.35,21,106.16
2024-03-10,Electrónica,Occidente,3344.68,25,133.79
2024-03-10,Electrónica,Sur,544.87,29,18.79
2024-03-11,Abarrotes,Oriente,1669.68,17,98.22
2024-03-11,Abarrotes,Centro,1695.12,28,60.54
2024-03-11,Bebidas,Sur,2196.05,33,66.55
2024-03-11,Bebidas,Occidente,2373.32,18,131.85
2024-03-11,Lácteos,Oriente,2388.88,37,64.56
2024-03-11,Lácteos,Norte,1940.94,25,77.64
2024-03-11,Hogar,Norte,1793.95,49,36.61
2024-03-11,Hogar,Oriente,1515.08,31,48.87
2024-03-11,Electrónica,Centro,2308.64,35,65.96
2024-03-11,Electrónica,Occidente,1444.51,31,46.6
2024-03-12,Abarrotes,Occidente,2105.89,30,70.2
2024-03-12,Abarrotes,Sur,2395.42,27,88.72
2024-03-12,Bebidas,Centro,2847.13,24,118.63
2024-03-12,Bebidas,Sur,982.29,26,37.78
2024-03-12,Lácteos,Oriente,2403.72,35,68.68
2024-03-12,Lácteos,Sur,1787.58,24,74.48
2024-03-12,Hogar,Centro,703.06,32,21.97
2024-03-12,Hogar,Sur,2593.2,16,162.08
2024-03-12,Electrónica,Centro,2757.16,31,88.94
2024-03-12,Electrónica,Norte,1068.57,37,28.88
2024-03-13,Abarrotes,Norte,2178.74,35,62.25
2024-03-13,Abarrotes,Occidente,2090.08,36,58.06
2024-03-13,Bebidas,Norte,2012.53,32,62.89
2024-03-13,Bebidas,Centro,1243.9,23,54.08
2024-03-13,Lácteos,Oriente,2768.99,35,79.11
2024-03-13,Lácteos,Norte,1333.13,32,41.66
2024-03-13,Hogar,Centro,1297.99,38,34.16
2024-03-13,Hogar,Norte,2383.11,27,88.26
2024-03-13,Electrónica,Centro,1808.09,31,58.33
2024-03-13,Electrónica,Oriente,1498.91,50,29.98
2024-03-14,Abarrotes,Sur,1580.63,42,37.63
2024-03-14,Abarrotes,Oriente,2392.79,31,77.19
2024-03-14,Bebidas,Norte,1661.78,29,57.3
2024-03-14,Bebidas,Sur,1879.55,17,110.56
2024-03-14,Lácteos,Oriente,2268.72,33,68.75
2024-03-14,Lácteos,Centro,2028.78,33,61.48
2024-03-14,Hogar,Oriente,1570.02,31,50.65
2024-03-14,Hogar,Centro,2097.65,30,69.92
2024-03-14,Electrónica,Centro,2016.01,35,57.6
2024-03-14,Electrónica,Norte,1949.07,17,114.65
2024-03-15,Abarrotes,Oriente,2891.52,27,107.09
2024-03-15,Abarrotes,Norte,2183.61,40,54.59
2024-03-15,Bebidas,Sur,1249.76,36,34.72
2024-03-15,Bebidas,Occidente,2529.4,25,101.18
2024-03-15,Lácteos,Occidente,1988.15,25,79.53
2024-03-15,Lácteos,Oriente,1522.3,33,46.13
2024-03-15,Hogar,Occidente,1995.68,36,55.44
2024-03-15,Hogar,Oriente,259.09,50,5.18
2024-03-15,Electrónica,Oriente,880.08,40,22.0
2024-03-15,Electrónica,Centro,1589.22,37,42.95
2024-03-16,Abarrotes,Oriente,1273.3,37,34.41
2024-03-16,Abarrotes,Centro,2008.56,20,100.43
2024-03-16,Bebidas,Centro,1755.78,36,48.77
2024-03-16,Bebidas,Oriente,2063.54,35,58.96
2024-03-16,Lácteos,Centro,2970.33,31,95.82
2024-03-16,Lácteos,Norte,1460.73,16,91.3
2024-03-16,Hogar,Oriente,2397.2,35,68.49
2024-03-16,Hogar,Sur,2067.51,39,53.01
2024-03-16,Electrónica,Sur,2532.13,25,101.29
2024-03-16,Electrónica,Centro,437.47,31,14.11
2024-03-17,Abarrotes,Centro,2539.66,37,68.64
2024-03-17,Abarrotes,Norte,2635.1,25,105.4
2024-03-17,Bebidas,Oriente,1899.68,36,52.77
2024-03-17,Bebidas,Sur,3001.54,54,55.58
2024-03-17,Lácteos,Occidente,1561.09,19,82.16
2024-03-17,Lácteos,Sur,1382.04,22,62.82
2024-03-17,Hogar,Norte,2730.42,38,71.85
2024-03-17,Hogar,Occidente,1848.96,41,45.1
2024-03-17,Electrónica,Sur,2518.16,35,71.95
2024-03-17,Electrónica,Norte,1723.84,18,95.77
2024-03-18,Abarrotes,Norte,2875.84,12,239.65
2024-03-18,Abarrotes,Occidente,1640.94,32,51.28
2024-03-18,Bebidas,Norte,2251.04,44,51.16
2024-03-18,Bebidas,Occidente,2390.27,14,170.73
2024-03-18,Lácteos,Centro,1769.62,32,55.3
2024-03-18,Lácteos,Oriente,3197.4,61,52.42
2024-03-18,Hogar,Centro,2320.7,38,61.07
2024-03-18,Hogar,Sur,1807.6,47,38.46
2024-03-18,Electrónica,Oriente,2399.55,34,70.58
2024-03-18,Electrónica,Centro,2503.36,23,108.84
2024-03-19,Abarrotes,Sur,2263.7,37,61.18
2024-03-19,Abarrotes,Centro,2274.66,46,49.45
2024-03-19,Bebidas,Occidente,2272.51,24,94.69
2024-03-19,Bebidas,Centro,1572.5,44,35.74
2024-03-19,Lácteos,Norte,2291.68,42,54.56
2024-03-19,Lácteos,Centro,2032.35,59,34.45
2024-03-19,Hogar,Sur,2004.24,23,87.14
2024-03-19,Hogar,Centro,2419.3,34,71.16
2024-03-19,Electrónica,Sur,2112.3,32,66.01
2024-03-19,Electrónica,Norte,2632.48,44,59.83
2024-03-20,Abarrotes,Sur,1530.79,30,51.03
2024-03-20,Abarrotes,Norte,2255.67,28,80.56
2024-03-20,Bebidas,Oriente,1192.71,36,33.13
2024-03-20,Bebidas,Norte,1764.61,25,70.58
2024-03-20,Lácteos,Oriente,1780.1,17,104.71
2024-03-20,Lácteos,Sur,1932.65,37,52.23
2024-03-20,Hogar,Sur,1562.87,17,91.93
2024-03-20,Hogar,Oriente,1852.49,23,80.54
2024-03-20,Electrónica,Norte,2324.63,28,83.02
2024-03-20,Electrónica,Occidente,2832.35,41,69.08
2024-03-21,Abarrotes,Oriente,1823.44,24,75.98
2024-03-21,Abarrotes,Norte,1695.75,13,130.44
2024-03-21,Bebidas,Oriente,1203.01,30,40.1
2024-03-21,Bebidas,Sur,2908.16,23,126.44
2024-03-21,Lácteos,Oriente,1335.05,13,102.7
2024-03-21,Lácteos,Sur,1502.89,23,65.34
2024-03-21,Hogar,Oriente,3123.05,34,91.85
2024-03-21,Hogar,Occidente,2171.41,19,114.28
2024-03-21,Electrónica,Occidente,1930.02,22,87.73
2024-03-21,Electrónica,Centro,1759.36,48,36.65
2024-03-22,Abarrotes,Norte,2824.72,39,72.43
2024-03-22,Abarrotes,Occidente,2604.59,9,289.4
2024-03-22,Bebidas,Sur,1011.32,31,32.62
2024-03-22,Bebidas,Occidente,1919.67,19,101.04
2024-03-22,Lácteos,Norte,2358.64,42,56.16
2024-03-22,Lácteos,Centro,1697.95,28,60.64
2024-03-22,Hogar,Sur,2041.73,37,55.18
2024-03-22,Hogar,Centro,2454.74,44,55.79
2024-03-22,Electrónica,Sur,1481.37,28,52.91
2024-03-22,Electrónica,Oriente,2189.92,31,70.64
2024-03-23,Abarrotes,Norte,3006.48,25,120.26
2024-03-23,Abarrotes,Centro,2009.48,29,69.29
2024-03-23,Bebidas,Centro,2484.52,20,124.23
2024-03-23,Bebidas,Occidente,2215.51,35,63.3
2024-03-23,Lácteos,Sur,1416.13,11,128.74
2024-03-23,Lácteos,Occidente,2276.2,16,142.26
2024-03-23,Hogar,Norte,1837.63,38,48.36
2024-03-23,Hogar,Occidente,903.52,29,31.16
2024-03-23,Electrónica,Oriente,2586.54,22,117.57
2024-03-23,Electrónica,Norte,1174.37,26,45.17
2024-03-24,Abarrotes,Centro,1747.76,43,40.65
2024-03-24,Abarrotes,Occidente,2198.09,38,57.84
2024-03-24,Bebidas,Norte,2229.72,25,89.19
2024-03-24,Bebidas,Sur,2001.61,2,1000.81
2024-03-24,Lácteos,Occidente,2015.23,10,201.52
2024-03-24,Lácteos,Oriente,1991.7,23,86.6
2024-03-24,Hogar,Centro,1704.13,44,38.73
2024-03-24,Hogar,Norte,1246.1,38,32.79
2024-03-24,Electrónica,Centro,2513.64,39,64.45
2024-03-24,Electrónica,Sur,1874.64,42,44.63
2024-03-25,Abarrotes,Sur,1937.53,37,52.37
2024-03-25,Abarrotes,Centro,1026.24,33,31.1
2024-03-25,Bebidas,Norte,2066.41,31,66.66
2024-03-25,Bebidas,Occidente,2369.42,24,98.73
2024-03-25,Lácteos,Norte,1153.92,22,52.45
2024-03-25,Lácteos,Sur,1556.88,19,81.94
2024-03-25,Hogar,Sur,1715.18,40,42.88
2024-03-25,Hogar,Occidente,2868.55,31,92.53
2024-03-25,Electrónica,Oriente,1766.36,45,39.25
2024-03-25,Electrónica,Centro,1338.19,33,40.55
2024-03-26,Abarrotes,Occidente,1377.79,37,37.24
2024-03-26,Abarrotes,Centro,2067.26,47,43.98
2024-03-26,Bebidas,Sur,1574.25,17,92.6
2024-03-26,Bebidas,Occidente,1869.79,26,71.91
2024-03-26,Lácteos,Oriente,1694.97,23,73.69
2024-03-26,Lácteos,Occidente,1479.97,17,87.06
2024-03-26,Hogar,Centro,2898.86,24,120.79
2024-03-26,Hogar,Norte,2228.69,37,60.23
2024-03-26,Electrónica,Sur,2318.11,10,231.81
2024-03-26,Electrónica,Oriente,1784.69,30,59.49
2024-03-27,Abarrotes,Centro,1798.56,22,81.75
2024-03-27,Abarrotes,Sur,2260.09,21,107.62
2024-03-27,Bebidas,Sur,2655.5,37,71.77
2024-03-27,Bebidas,Occidente,2616.62,33,79.29
2024-03-27,Lácteos,Centro,1842.47,33,55.83
2024-03-27,Lácteos,Occidente,2381.23,33,72.16
2024-03-27,Hogar,Centro,2216.87,33,67.18
2024-03-27,Hogar,Sur,748.51,28,26.73
2024-03-27,Electrónica,Occidente,2200.24,27,81.49
2024-03-27,Electrónica,Oriente,1945.93,40,48.65
2024-03-28,Abarrotes,Sur,1834.58,39,47.04
2024-03-28,Abarrotes,Norte,2297.7,30,76.59
2024-03-28,Bebidas,Centro,1883.63,23,81.9
2024-03-28,Bebidas,Sur,1823.13,43,42.4
2024-03-28,Lácteos,Occidente,1549.52,29,53.43
2024-03-28,Lácteos,Norte,2422.72,44,55.06
2024-03-28,Hogar,Norte,2348.86,27,86.99
2024-03-28,Hogar,Centro,2666.07,25,106.64
2024-03-28,Electrónica,Occidente,2062.36,24,85.93
2024-03-28,Electrónica,Centro,2861.26,7,408.75
2024-03-29,Abarrotes,Norte,1313.44,30,43.78
2024-03-29,Abarrotes,Occidente,2644.55,45,58.77
2024-03-29,Bebidas,Norte,2090.52,28,74.66
2024-03-29,Bebidas,Centro,2213.6,32,69.18
2024-03-29,Lácteos,Occidente,2082.37,41,50.79
2024-03-29,Lácteos,Oriente,1524.12,40,38.1
2024-03-29,Hogar,Occidente,2821.63,12,235.14
2024-03-29,Hogar,Centro,2233.76,17,131.4
2024-03-29,Electrónica,Norte,2565.54,38,67.51
2024-03-29,Electrónica,Sur,3246.43,44,73.78
2024-03-30,Abarrotes,Norte,2339.41,29,80.67
2024-03-30,Abarrotes,Oriente,2930.69,8,366.34
2024-03-30,Bebidas,Oriente,1512.19,37,40.87
2024-03-30,Bebidas,Centro,2778.45,31,89.63
2024-03-30,Lácteos,Sur,2623.64,34,77.17
2024-03-30,Lácteos,Norte,1906.1,43,44.33
2024-03-30,Hogar,Sur,1394.87,10,139.49
2024-03-30,Hogar,Oriente,2209.79,14,157.84
2024-03-30,Electrónica,Sur,2402.44,27,88.98
2024-03-30,Electrónica,Norte,1718.51,36,47.74
2024-03-31,Abarrotes,Norte,3469.68,18,192.76
2024-03-31,Abarrotes,Sur,1354.12,18,75.23
2024-03-31,Bebidas,Centro,1822.45,40,45.56
2024-03-31,Bebidas,Norte,1380.96,41,33.68
2024-03-31,Lácteos,Occidente,2580.06,33,78.18
2024-03-31,Lácteos,Norte,2980.37,47,63.41
2024-03-31,Hogar,Centro,3061.26,25,122.45
2024-03-31,Hogar,Occidente,1187.59,24,49.48
2024-03-31,Electrónica,Norte,2833.97,14,202.43
2024-03-31,Electrónica,Centro,1692.56,52,32.55
2024-04-01,Abarrotes,Norte,1927.42,41,47.01
2024-04-01,Abarrotes,Sur,2003.91,37,54.16
2024-04-01,Bebidas,Oriente,1364.66,44,31.01
2024-04-01,Bebidas,Occidente,3177.55,30,105.92
2024-04-01,Lácteos,Occidente,2965.03,33,89.85
2024-04-01,Lácteos,Sur,1786.97,42,42.55
2024-04-01,Hogar,Norte,2571.56,34,75.63
2024-04-01,Hogar,Sur,2313.85,43,53.81
2024-04-01,Electrónica,Norte,2026.11,35,57.89
2024-04-01,Electrónica,Occidente,482.26,27,17.86
2024-04-02,Abarrotes,Occidente,2231.79,27,82.66
2024-04-02,Abarrotes,Sur,3053.29,45,67.85
2024-04-02,Bebidas,Oriente,2098.59,28,74.95
2024-04-02,Bebidas,Occidente,1167.09,36,32.42
2024-04-02,Lácteos,Centro,1900.12,32,59.38
2024-04-02,Lácteos,Occidente,1462.67,39,37.5
2024-04-02,Hogar,Oriente,2412.96,19,127.0
2024-04-02,Hogar,Centro,2975.26,44,67.62
2024-04-02,Electrónica,Norte,1507.93,10,150.79
2024-04-02,Electrónica,Sur,2982.1,19,156.95
2024-04-03,Abarrotes,Occidente,2860.68,32,89.4
2024-04-03,Abarrotes,Sur,1283.77,26,49.38
2024-04-03,Bebidas,Norte,2739.19,4,684.8
2024-04-03,Bebidas,Oriente,1753.17,25,70.13
2024-04-03,Lácteos,Sur,1151.01,17,67.71
2024-04-03,Lácteos,Norte,2510.64,45,55.79
2024-04-03,Hogar,Norte,1300.6,30,43.35
2024-04-03,Hogar,Sur,1144.17,37,30.92
2024-04-03,Electrónica,Centro,2549.23,24,106.22
2024-04-03,Electrónica,Occidente,1929.94,23,83.91
2024-04-04,Abarrotes,Occidente,3099.53,38,81.57
2024-04-04,Abarrotes,Sur,2289.24,33,69.37
2024-04-04,Bebidas,Sur,1289.38,25,51.58
2024-04-04,Bebidas,Centro,3021.62,29,104.19
2024-04-04,Lácteos,Sur,1519.12,33,46.03
2024-04-04,Lácteos,Norte,1817.35,32,56.79
2024-04-04,Hogar,Oriente,1853.97,27,68.67
2024-04-04,Hogar,Centro,3142.48,46,68.31
2024-04-04,Electrónica,Norte,2177.37,14,155.53
2024-04-04,Electrónica,Occidente,2886.16,18,160.34
2024-04-05,Abarrotes,Sur,1635.27,24,68.14
2024-04-05,Abarrotes,Oriente,1671.04,38,43.97
2024-04-05,Bebidas,Norte,2747.76,24,114.49
2024-04-05,Bebidas,Occidente,1817.12,37,49.11
2024-04-05,Lácteos,Centro,3487.63,52,67.07
2024-04-05,Lácteos,Occidente,2896.36,35,82.75
2024-04-05,Hogar,Norte,1911.62,24,79.65
2024-04-05,Hogar,Occidente,1539.55,21,73.31
2024-04-05,Electrónica,Centro,1400.15,22,63.64
2024-04-05,Electrónica,Occidente,2420.75,31,78.09
2024-04-06,Abarrotes,Centro,2954.61,27,109.43
2024-04-06,Abarrotes,Occidente,1973.15,17,116.07
2024-04-06,Bebidas,Occidente,2703.0,26,103.96
2024-04-06,Bebidas,Oriente,1640.38,18,91.13
2024-04-06,Lácteos,Centro,2920.62,28,104.31
2024-04-06,Lácteos,Norte,2183.06,20,109.15
2024-04-06,Hogar,Sur,1533.57,36,42.6
2024-04-06,Hogar,Centro,1742.99,9,193.67
2024-04-06,Electrónica,Occidente,2528.64,45,56.19
2024-04-06,Electrónica,Sur,3147.45,38,82.83
2024-04-07,Abarrotes,Sur,2121.21,32,66.29
2024-04-07,Abarrotes,Oriente,1880.82,36,52.24
2024-04-07,Bebidas,Occidente,1851.95,25,74.08
2024-04-07,Bebidas,Centro,995.91,23,43.3
2024-04-07,Lácteos,Occidente,2071.97,25,82.88
2024-04-07,Lácteos,Norte,3019.7,40,75.49
2024-04-07,Hogar,Sur,2096.59,55,38.12
2024-04-07,Hogar,Norte,2406.29,27,89.12
2024-04-07,Electrónica,Sur,2282.28,49,46.58
2024-04-07,Electrónica,Oriente,1511.87,10,151.19
2024-04-08,Abarrotes,Norte,1934.84,22,87.95
2024-04-08,Abarrotes,Occidente,1507.89,17,88.7
2024-04-08,Bebidas,Oriente,1712.85,25,68.51
